"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","pollution_ratio"
9108,2014,3,15,11,94,194,48,84,1700,7,15.4,1005.4,-7.5,0,"SSW",1.5,"Aotizhongxin",0.484536082474227
9109,2014,3,15,12,94,178,45,81,1500,23,18.2,1004.3,-6.5,0,"ESE",1.4,"Aotizhongxin",0.528089887640449
9110,2014,3,15,13,93,165,42,81,1300,37,20.5,1003.5,-6.2,0,"WSW",1,"Aotizhongxin",0.563636363636364
9111,2014,3,15,14,110,189,44,102,1400,38,21.4,1002.9,-7.2,0,"SW",2.5,"Aotizhongxin",0.582010582010582
9112,2014,3,15,15,117,183,48,112,1500,46,22.1,1002.6,-6.7,0,"SSW",1.6,"Aotizhongxin",0.639344262295082
9113,2014,3,15,16,132,222,49,129,1500,39,21.6,1003.2,-5.3,0,"S",2.1,"Aotizhongxin",0.594594594594595
9114,2014,3,15,17,135,234,45,118,1300,67,19.5,1003.7,-4.8,0,"SW",1.6,"Aotizhongxin",0.576923076923077
9115,2014,3,15,18,121,216,42,114,1100,48,14.8,1004.3,-2.2,0,"SW",1.5,"Aotizhongxin",0.560185185185185
9116,2014,3,15,19,118,241,40,143,1400,2,12.9,1005.1,-3.4,0,"SE",0.7,"Aotizhongxin",0.489626556016597
9117,2014,3,15,20,137,278,42,149,2300,2,10.6,1005.5,0,0,"SE",1.3,"Aotizhongxin",0.492805755395683
9118,2014,3,15,21,162,302,49,147,2400,2,13.7,1006.6,-1.9,0,"NNE",0.9,"Aotizhongxin",0.536423841059603
9119,2014,3,15,22,162,266,61,139,1900,2,13.6,1007.5,-3.2,0,"ESE",0.9,"Aotizhongxin",0.609022556390977
9120,2014,3,15,23,170,271,83,134,1800,2,11.1,1008.4,-0.4,0,"NNE",0.8,"Aotizhongxin",0.627306273062731
9121,2014,3,16,0,181,283,94,127,2600,2,10.4,1009.4,-0.2,0,"E",1.2,"Aotizhongxin",0.639575971731449
9122,2014,3,16,1,180,257,88,117,2900,2,8.4,1009.6,0.1,0,"NNE",0.6,"Aotizhongxin",0.700389105058366
9123,2014,3,16,2,138,225,116,93,3500,2,6.3,1009.9,-0.9,0,"W",0.5,"Aotizhongxin",0.613333333333333
9124,2014,3,16,3,120,210,99,79,2800,2,4.9,1009.9,0.1,0,"W",0.6,"Aotizhongxin",0.571428571428571
9125,2014,3,16,4,120,273,94,82,3100,2,4.2,1010.7,-0.2,0,"ENE",0,"Aotizhongxin",0.43956043956044
9126,2014,3,16,5,142,438,65,82,3300,2,8.7,1011.6,-5.6,0,"WSW",1,"Aotizhongxin",0.324200913242009
9127,2014,3,16,6,117,246,129,103,3700,2,6.5,1012.5,-4,0,"NW",0.7,"Aotizhongxin",0.475609756097561
9128,2014,3,16,7,89,156,124,98,3300,2,8.2,1012.7,-2.8,0,"WNW",0.7,"Aotizhongxin",0.57051282051282
9129,2014,3,16,8,74,161,86,84,2400,7,11.3,1013.1,-1.8,0,"WNW",1.3,"Aotizhongxin",0.459627329192547
9130,2014,3,16,9,63,144,74,76,2100,15,13.4,1013.2,-6.3,0,"SE",1.5,"Aotizhongxin",0.4375
9131,2014,3,16,10,61,128,70,65,1900,30,14.6,1012.5,-4.7,0,"E",1.2,"Aotizhongxin",0.4765625
9132,2014,3,16,11,69,148,66,57,1800,47,15.3,1012.1,-6.3,0,"ESE",2.5,"Aotizhongxin",0.466216216216216
9133,2014,3,16,12,79,165,65,58,1800,54,16.2,1010.7,-5,0,"SSW",2.5,"Aotizhongxin",0.478787878787879
9134,2014,3,16,13,79,165,57,46,1500,73,17.4,1008.9,-5.2,0,"E",1.3,"Aotizhongxin",0.478787878787879
9135,2014,3,16,14,80,183,61,49,1400,74,17.6,1007.8,-2.2,0,"WNW",0.6,"Aotizhongxin",0.437158469945355
9136,2014,3,16,15,97,205,71,53,1500,82,17.3,1006.7,-2.4,0,"SSW",1.8,"Aotizhongxin",0.473170731707317
9137,2014,3,16,16,110,223,62,50,1300,100,16.5,1006.4,-1.6,0,"SSW",2.5,"Aotizhongxin",0.493273542600897
9138,2014,3,16,17,117,231,60,52,1300,106,15,1006.4,-1.6,0,"SSW",2.1,"Aotizhongxin",0.506493506493506
9139,2014,3,16,18,128,239,63,61,1300,93,13.8,1006.3,-1.4,0,"SSE",1.8,"Aotizhongxin",0.535564853556485
9140,2014,3,16,19,136,236,68,62,1300,82,13.1,1006.7,-0.2,0,"S",1.1,"Aotizhongxin",0.576271186440678
9141,2014,3,16,20,141,215,65,53,1100,85,11.8,1006.8,-0.1,0,"SSE",2.7,"Aotizhongxin",0.655813953488372
9142,2014,3,16,21,138,197,61,64,1300,65,11.1,1007.1,0.8,0,"SSE",2.1,"Aotizhongxin",0.700507614213198
9143,2014,3,16,22,132,194,54,54,1300,67,10.3,1006.1,1.4,0,"S",1.1,"Aotizhongxin",0.680412371134021
9144,2014,3,16,23,137,189,52,64,1300,47,8.8,1005.6,1.7,0,"S",1.1,"Aotizhongxin",0.724867724867725
9145,2014,3,17,0,132,190,51,68,1500,38,7,1005.1,2.9,0,"SSE",0.1,"Aotizhongxin",0.694736842105263
9146,2014,3,17,1,140,205,47,68,1700,36,6.7,1005.4,1.6,0,"N",1.3,"Aotizhongxin",0.682926829268293
9147,2014,3,17,2,136,192,49,76,1800,24,6.8,1004.7,1.9,0,"NNE",0.8,"Aotizhongxin",0.708333333333333
9148,2014,3,17,3,147,249,50,106,1800,2,6,1004.4,0.1,0,"ESE",0.8,"Aotizhongxin",0.590361445783133
9149,2014,3,17,4,139,215,53,109,1900,2,4.9,1004.3,1.4,0,"E",0,"Aotizhongxin",0.646511627906977
9150,2014,3,17,5,167,397,45,106,2000,2,4.7,1004.8,1.4,0,"S",0.5,"Aotizhongxin",0.420654911838791
9151,2014,3,17,6,142,223,43,103,2100,2,5.8,1004.9,2.4,0,"ENE",0,"Aotizhongxin",0.63677130044843
9152,2014,3,17,7,144,220,52,105,2400,2,7.4,1005.3,2.1,0,"NNW",0.4,"Aotizhongxin",0.654545454545455
9153,2014,3,17,8,147,233,62,106,2600,2,10.2,1006.2,1,0,"ENE",1.4,"Aotizhongxin",0.630901287553648
9154,2014,3,17,9,154,256,68,101,2400,2,14.7,1005.8,-5.2,0,"NW",3.9,"Aotizhongxin",0.6015625
9155,2014,3,17,10,163,518,46,88,1900,9,16.6,1006.3,-5.2,0,"NNW",4.3,"Aotizhongxin",0.314671814671815
9156,2014,3,17,11,75,478,14,39,700,48,18.4,1006,-3.1,0,"NW",3.8,"Aotizhongxin",0.156903765690377
9157,2014,3,17,12,36,288,10,18,400,65,18.1,1005.5,-2.8,0,"WNW",4.9,"Aotizhongxin",0.125
9158,2014,3,17,13,38,264,9,14,300,74,20.1,1005.4,-2.3,0,"NW",3.7,"Aotizhongxin",0.143939393939394
9159,2014,3,17,14,43,336,7,11,300,77,20.7,1005.1,-3.1,0,"WNW",5.4,"Aotizhongxin",0.12797619047619
9160,2014,3,17,15,34,272,8,11,300,80,20.4,1005.7,-4,0,"NW",3.2,"Aotizhongxin",0.125
9161,2014,3,17,16,26,253,7,11,300,78,19.2,1006.5,-4.3,0,"NW",4.3,"Aotizhongxin",0.102766798418972
9162,2014,3,17,17,28,382,5,11,300,75,17.8,1007.5,-4.2,0,"NNW",5.1,"Aotizhongxin",0.0732984293193717
9163,2014,3,17,18,25,248,5,14,300,71,16,1009.5,-1.6,0,"NNE",1.1,"Aotizhongxin",0.100806451612903
9164,2014,3,17,19,23,187,6,22,300,61,16.2,1010.7,-4.4,0,"NNW",3.7,"Aotizhongxin",0.122994652406417
9165,2014,3,17,20,26,172,7,34,400,46,14.7,1011.8,-4.1,0,"NNE",1.4,"Aotizhongxin",0.151162790697674
9166,2014,3,17,21,24,139,8,39,400,41,14.6,1012.5,-4.7,0,"N",2.8,"Aotizhongxin",0.172661870503597
9167,2014,3,17,22,22,117,8,40,400,42,15,1013.1,-5.4,0,"N",4,"Aotizhongxin",0.188034188034188
9168,2014,3,17,23,19,94,9,32,400,51,14.6,1013.3,-5.8,0,"NNE",2.2,"Aotizhongxin",0.202127659574468
9169,2014,3,18,0,18,86,10,22,300,60,13.3,1013.2,-5.8,0,"NNE",3.9,"Aotizhongxin",0.209302325581395
9170,2014,3,18,1,20,81,14,30,400,47,11.8,1014.2,-3.6,0,"ESE",1.3,"Aotizhongxin",0.246913580246914
9171,2014,3,18,2,24,90,21,50,500,26,9.5,1014.7,-2.5,0,"NE",0.8,"Aotizhongxin",0.266666666666667
9172,2014,3,18,3,20,95,11,57,400,19,9.4,1015,-4.9,0,"S",0.6,"Aotizhongxin",0.210526315789474
9173,2014,3,18,4,21,99,7,64,300,13,9.4,1016.1,-4.2,0,"ENE",1.1,"Aotizhongxin",0.212121212121212
9174,2014,3,18,5,16,73,6,40,300,42,8.7,1016.9,-6.3,0,"NE",0.9,"Aotizhongxin",0.219178082191781
9175,2014,3,18,6,15,75,6,50,300,33,6.8,1017.3,-1.4,0,"NNE",0.8,"Aotizhongxin",0.2
9176,2014,3,18,7,15,68,7,63,400,24,12,1018.4,-5.5,0,"NE",1,"Aotizhongxin",0.220588235294118
9177,2014,3,18,8,22,79,11,61,500,27,13.9,1018.9,-5.3,0,"NNE",1.5,"Aotizhongxin",0.278481012658228
9178,2014,3,18,9,27,88,13,59,500,33,15.9,1018.9,-5.2,0,"SSE",1.6,"Aotizhongxin",0.306818181818182
9179,2014,3,18,10,19,70,8,37,400,58,17.1,1018.6,-4.8,0,"SSE",1.5,"Aotizhongxin",0.271428571428571
9180,2014,3,18,11,19,58,5,25,300,82,15.1,1018.2,-3.3,0,"SSW",4.2,"Aotizhongxin",0.327586206896552
9181,2014,3,18,12,34,112,12,35,500,73,15.1,1017.1,-2.8,0,"SSW",2.3,"Aotizhongxin",0.303571428571429
9182,2014,3,18,13,63,226,34,44,900,69,14.5,1016.1,-1.6,0,"SW",5.1,"Aotizhongxin",0.278761061946903
9183,2014,3,18,14,70,242,37,41,1000,75,13.8,1015.9,-1,0,"SW",4.2,"Aotizhongxin",0.289256198347107
9184,2014,3,18,15,73,283,38,49,1100,71,13.3,1015.6,-1.1,0,"SW",4,"Aotizhongxin",0.257950530035336
9185,2014,3,18,16,73,312,26,43,1000,87,13,1015.4,-1.4,0,"SSW",4.4,"Aotizhongxin",0.233974358974359
9186,2014,3,18,17,67,298,19,37,600,100,12.2,1015,-2.1,0,"SSW",4.2,"Aotizhongxin",0.224832214765101
9187,2014,3,18,18,60,235,16,37,600,93,11.4,1015.3,-4.3,0,"SSW",2.5,"Aotizhongxin",0.25531914893617
9188,2014,3,18,19,56,183,14,38,500,88,10.4,1015.5,-4.4,0,"SW",3.1,"Aotizhongxin",0.306010928961749
9189,2014,3,18,20,54,139,15,44,900,69,10,1015.9,-5.2,0,"SW",4,"Aotizhongxin",0.388489208633094
9190,2014,3,18,21,48,106,16,46,1000,60,9.4,1015.8,-5.3,0,"SW",3.4,"Aotizhongxin",0.452830188679245
9191,2014,3,18,22,40,89,12,49,700,50,9.2,1015.5,-7.9,0,"SSW",3.5,"Aotizhongxin",0.449438202247191
9192,2014,3,18,23,31,86,11,40,500,52,9,1015.1,-8.6,0,"SW",2.9,"Aotizhongxin",0.36046511627907
9193,2014,3,19,0,36,86,10,55,500,33,8.2,1015,-7.5,0,"SSW",1.5,"Aotizhongxin",0.418604651162791
9194,2014,3,19,1,37,80,12,56,600,34,7.5,1015,-5.6,0,"SW",2,"Aotizhongxin",0.4625
9195,2014,3,19,2,37,71,12,36,600,45,6.8,1014.7,-1.9,0,"SSW",0.5,"Aotizhongxin",0.52112676056338
9196,2014,3,19,3,50,102,16,41,700,33,5.5,1015.1,-3.1,0,"WNW",0.6,"Aotizhongxin",0.490196078431373
9197,2014,3,19,4,53,107,16,48,700,15,4.1,1015.3,-1.9,0,"WNW",0.7,"Aotizhongxin",0.495327102803738
9198,2014,3,19,5,66,123,15,48,1000,2,4.8,1015.8,-4.2,0,"NE",1.2,"Aotizhongxin",0.536585365853659
9199,2014,3,19,6,62,106,23,85,900,2,5,1016.6,-3.8,0,"NE",1.2,"Aotizhongxin",0.584905660377358
9200,2014,3,19,7,63,141,18,86,900,2,6.3,1016.4,-4.5,0,"NNW",1.8,"Aotizhongxin",0.446808510638298
9201,2014,3,19,8,76,137,27,87,1300,2,7.7,1016.8,-4.1,0,"NE",2.1,"Aotizhongxin",0.554744525547445
9202,2014,3,19,9,83,167,32,90,1600,2,8.2,1017,-4.3,0,"N",1,"Aotizhongxin",0.497005988023952
9203,2014,3,19,10,88,168,34,91,1600,2,8.6,1016.8,-3.6,0,"NW",1.5,"Aotizhongxin",0.523809523809524
9204,2014,3,19,11,77,128,32,89,1300,4,9.7,1016.5,-4.7,0,"WSW",0.8,"Aotizhongxin",0.6015625
9205,2014,3,19,12,70,111,34,82,1200,11,10.3,1017.1,-4.5,0,"NNE",1.8,"Aotizhongxin",0.630630630630631
9206,2014,3,19,13,72,115,29,75,1100,22,11.3,1016.6,0.4,0,"NNE",3.4,"Aotizhongxin",0.626086956521739
9207,2014,3,19,14,71,118,24,63,1000,36,13.1,1016.1,0.1,0,"NE",1.3,"Aotizhongxin",0.601694915254237
9208,2014,3,19,15,69,117,18,50,900,56,13.7,1015.6,0.7,0,"E",1.5,"Aotizhongxin",0.58974358974359
9209,2014,3,19,16,58,92,16,40,700,70,12.3,1015.6,-0.3,0,"SSE",1.7,"Aotizhongxin",0.630434782608696
9210,2014,3,19,17,49,80,12,37,600,76,10.9,1017,3.4,0,"W",0.9,"Aotizhongxin",0.6125
9211,2014,3,19,18,41,55,11,30,600,79,11,1018.1,-7.8,0,"N",3.8,"Aotizhongxin",0.745454545454545
9212,2014,3,19,19,40,59,11,41,600,63,11.9,1019.3,-11,0,"NNE",5.9,"Aotizhongxin",0.677966101694915
9213,2014,3,19,20,23,147,2,17,400,72,11.1,1020.6,-11.7,0,"N",4.9,"Aotizhongxin",0.156462585034014
9214,2014,3,19,21,14,97,2,15,300,72,10.2,1021.9,-11.8,0,"NNE",6,"Aotizhongxin",0.144329896907216
9215,2014,3,19,22,18,174,2,9,300,76,9.7,1023,-11.6,0,"N",4.1,"Aotizhongxin",0.103448275862069
9216,2014,3,19,23,17,138,2,8,300,76,9.2,1023.2,-10.9,0,"NNE",2.6,"Aotizhongxin",0.123188405797101
9217,2014,3,20,0,10,51,2,7,300,75,8.7,1023.1,-11.3,0,"NNE",3.5,"Aotizhongxin",0.196078431372549
9218,2014,3,20,1,9,23,2,12,300,67,7.1,1023.1,-10.2,0,"NNE",2.4,"Aotizhongxin",0.391304347826087
9219,2014,3,20,2,7,19,2,17,300,61,7.1,1023,-10.7,0,"NNE",1.2,"Aotizhongxin",0.368421052631579
9220,2014,3,20,3,8,16,2,22,300,55,6.6,1022.7,-10.7,0,"NNE",1.7,"Aotizhongxin",0.5
9221,2014,3,20,4,6,16,2,34,300,40,7,1022.5,-10.3,0,"N",2.1,"Aotizhongxin",0.375
9222,2014,3,20,5,9,24,5,38,300,37,6.8,1022.7,-10,0,"NNW",2.1,"Aotizhongxin",0.375
9223,2014,3,20,6,11,20,8,28,300,46,6.5,1022.9,-10.3,0,"N",1.5,"Aotizhongxin",0.55
9224,2014,3,20,7,13,17,11,35,400,36,9.5,1023.7,-9.6,0,"NNE",2.1,"Aotizhongxin",0.764705882352941
9225,2014,3,20,8,11,35,12,41,500,34,11.2,1023.7,-10.4,0,"N",4.4,"Aotizhongxin",0.314285714285714
9226,2014,3,20,9,11,31,10,22,400,55,12.8,1023.5,-9.6,0,"NNE",3.3,"Aotizhongxin",0.354838709677419
9227,2014,3,20,10,12,29,10,15,400,65,13.6,1022.9,-9.6,0,"N",2.9,"Aotizhongxin",0.413793103448276
9228,2014,3,20,11,16,26,7,13,300,71,14.7,1021.7,-9.4,0,"NNW",4.5,"Aotizhongxin",0.615384615384615
9229,2014,3,20,12,10,29,6,11,400,77,16,1020.3,-9.9,0,"NNW",3.3,"Aotizhongxin",0.344827586206897
9230,2014,3,20,13,18,37,4,9,300,84,17.7,1019.3,-9.3,0,"NW",3.5,"Aotizhongxin",0.486486486486487
9231,2014,3,20,14,13,41,4,9,300,87,18.2,1018.5,-9.8,0,"NNE",2.7,"Aotizhongxin",0.317073170731707
9232,2014,3,20,15,16,42,4,9,300,89,18.8,1017.5,-10.2,0,"NNW",4.4,"Aotizhongxin",0.380952380952381
9233,2014,3,20,16,14,36,4,9,300,90,18.9,1017.1,-6.7,0,"NW",3.2,"Aotizhongxin",0.388888888888889
9234,2014,3,20,17,12,30,2,10,300,88,17.2,1017.2,-8.1,0,"NW",1.7,"Aotizhongxin",0.4
9235,2014,3,20,18,12,31,4,16,400,79,13.4,1017.6,-7.9,0,"N",1.1,"Aotizhongxin",0.387096774193548
9236,2014,3,20,19,10,28,2,27,400,63,10.8,1018,-2.6,0,"N",0,"Aotizhongxin",0.357142857142857
9237,2014,3,20,20,21,37,2,51,600,32,8.6,1018.5,-1.3,0,"N",0.6,"Aotizhongxin",0.567567567567568
9238,2014,3,20,21,15,39,2,51,500,33,11.6,1018.7,-9.4,0,"NNE",1.5,"Aotizhongxin",0.384615384615385
9239,2014,3,20,22,10,29,2,39,400,41,10.9,1018.8,-8.9,0,"NNW",1,"Aotizhongxin",0.344827586206897
9240,2014,3,20,23,11,29,2,32,400,48,7.8,1018.6,-6.7,0,"NE",0.4,"Aotizhongxin",0.379310344827586
9241,2014,3,21,0,9,23,2,19,300,61,8.2,1018,-9.7,0,"E",0.9,"Aotizhongxin",0.391304347826087
9242,2014,3,21,1,8,22,2,23,300,57,6.3,1018.1,-3.4,0,"WSW",1.4,"Aotizhongxin",0.363636363636364
9243,2014,3,21,2,11,28,3,44,300,31,4.6,1017.6,-5.2,0,"WNW",0,"Aotizhongxin",0.392857142857143
9244,2014,3,21,3,15,32,5,55,400,18,4.2,1017.6,-2.9,0,"W",1.2,"Aotizhongxin",0.46875
9245,2014,3,21,4,14,33,17,61,500,9,2.8,1017.3,-4.7,0,"NW",0.5,"Aotizhongxin",0.424242424242424
9246,2014,3,21,5,30,110,23,80,600,2,1.8,1017.6,-4.7,0,"NW",0.2,"Aotizhongxin",0.272727272727273
9247,2014,3,21,6,22,86,21,78,800,2,1.9,1018.1,-5.1,0,"SSW",0.5,"Aotizhongxin",0.255813953488372
9248,2014,3,21,7,23,100,24,80,900,2,9.6,1018.1,-4.4,0,"ENE",1.2,"Aotizhongxin",0.23
9249,2014,3,21,8,49,210,38,82,1500,2,15.1,1018.1,-7.7,0,"NNW",1,"Aotizhongxin",0.233333333333333
9250,2014,3,21,9,29,69,31,62,900,14,16.7,1017.4,-7.8,0,"ESE",1.3,"Aotizhongxin",0.420289855072464
9251,2014,3,21,10,25,55,24,58,900,19,17.9,1016.2,-6.1,0,"SW",1.4,"Aotizhongxin",0.454545454545455
9252,2014,3,21,11,26,50,18,62,800,25,19.6,1015.2,-7.8,0,"ESE",1.1,"Aotizhongxin",0.52
9253,2014,3,21,12,21,41,9,57,700,42,20.4,1013.9,-5.5,0,"SSW",2.5,"Aotizhongxin",0.51219512195122
9254,2014,3,21,13,27,52,7,38,500,72,20.3,1012.5,-5.6,0,"SW",2.8,"Aotizhongxin",0.519230769230769
9255,2014,3,21,14,22,50,4,22,400,88,21,1011.7,-5,0,"SW",3.4,"Aotizhongxin",0.44
9256,2014,3,21,15,24,59,4,23,400,100,20.7,1010.8,-7.8,0,"SW",4.4,"Aotizhongxin",0.406779661016949
9257,2014,3,21,16,24,87,4,29,400,90,20.4,1010.3,-7.1,0,"SW",4,"Aotizhongxin",0.275862068965517
9258,2014,3,21,17,24,84,4,35,400,80,19.2,1010.3,-5.7,0,"WSW",2.7,"Aotizhongxin",0.285714285714286
9259,2014,3,21,18,29,101,6,44,400,76,18,1010.4,-5.3,0,"SW",2.8,"Aotizhongxin",0.287128712871287
9260,2014,3,21,19,38,113,8,57,500,62,17.6,1010.5,-4.4,0,"WSW",3.8,"Aotizhongxin",0.336283185840708
9261,2014,3,21,20,47,126,9,74,600,43,15.5,1010.3,-5,0,"SW",2.2,"Aotizhongxin",0.373015873015873
9262,2014,3,21,21,48,125,13,62,600,51,15.7,1010,-4.3,0,"SW",2.4,"Aotizhongxin",0.384
9263,2014,3,21,22,50,136,16,56,600,48,11,1010,-3.2,0,"SSW",0.8,"Aotizhongxin",0.367647058823529
9264,2014,3,21,23,55,135,15,64,600,31,9.7,1009.9,3,0,"NW",0.9,"Aotizhongxin",0.407407407407407
9265,2014,3,22,0,57,137,17,75,700,12,7.9,1009.5,0.8,0,"WSW",0.4,"Aotizhongxin",0.416058394160584
9266,2014,3,22,1,59,140,18,90,800,2,6.4,1009.7,0.5,0,"NE",0.6,"Aotizhongxin",0.421428571428571
9267,2014,3,22,2,61,140,16,78,900,2,5.7,1009.7,0.2,0,"NE",0.7,"Aotizhongxin",0.435714285714286
9268,2014,3,22,3,80,313,21,93,900,2,4.6,1009.5,0,0,"NE",0.2,"Aotizhongxin",0.255591054313099
9269,2014,3,22,4,76,208,20,95,1000,2,4,1009.7,0.3,0,"SSW",0.4,"Aotizhongxin",0.365384615384615
9270,2014,3,22,5,82,208,20,95,1200,2,3.7,1009.9,0.9,0,"SE",0.2,"Aotizhongxin",0.394230769230769
9271,2014,3,22,6,86,244,23,95,1400,2,3.4,1010.5,0.1,0,"SW",0.4,"Aotizhongxin",0.352459016393443
9272,2014,3,22,7,76,193,20,90,1300,2,8.1,1011.3,1.2,0,"ESE",0,"Aotizhongxin",0.393782383419689
9273,2014,3,22,8,80,192,27,94,1400,2,14.6,1011.5,-6.9,0,"N",1.5,"Aotizhongxin",0.416666666666667
9274,2014,3,22,9,77,190,28,94,1200,2,18.5,1012.2,-10.5,0,"NNE",2.7,"Aotizhongxin",0.405263157894737
9275,2014,3,22,10,75,158,37,93,1300,11,20.8,1012.3,-10.8,0,"N",3.9,"Aotizhongxin",0.474683544303797
9276,2014,3,22,11,85,192,28,88,1100,25,21.4,1011.6,-10.3,0,"NNE",3.5,"Aotizhongxin",0.442708333333333
9277,2014,3,22,12,46,83,19,42,700,65,22.5,1010.7,-10.7,0,"NE",4.2,"Aotizhongxin",0.55421686746988
9278,2014,3,22,13,25,53,8,21,400,86,23.1,1010.4,-10.2,0,"NNE",5.5,"Aotizhongxin",0.471698113207547
9279,2014,3,22,14,15,52,6,14,400,93,23.6,1010.6,-11.2,0,"NE",4.8,"Aotizhongxin",0.288461538461538
9280,2014,3,22,15,19,60,8,15,400,95,22.7,1011,-7.2,0,"ENE",2.5,"Aotizhongxin",0.316666666666667
9281,2014,3,22,16,16,56,2,18,300,98,21.6,1011.8,-9.1,0,"ENE",2.7,"Aotizhongxin",0.285714285714286
9282,2014,3,22,17,16,90,2,18,300,103,20,1012.9,-8.4,0,"E",1.3,"Aotizhongxin",0.177777777777778
9283,2014,3,22,18,13,45,2,25,300,92,15.6,1013.9,-0.6,0,"E",0,"Aotizhongxin",0.288888888888889
9284,2014,3,22,19,17,60,2,54,500,58,11.6,1015.1,-3.4,0,"SSW",0.4,"Aotizhongxin",0.283333333333333
9285,2014,3,22,20,36,107,3,115,1300,2,14.2,1016.1,-6.1,0,"SE",3,"Aotizhongxin",0.336448598130841
9286,2014,3,22,21,42,131,10,96,1100,18,14.1,1017.4,-4.2,0,"SW",1,"Aotizhongxin",0.320610687022901
9287,2014,3,22,22,99,308,38,67,1500,57,13.4,1018.6,-0.6,0,"SSE",2,"Aotizhongxin",0.321428571428571
9288,2014,3,22,23,142,257,53,78,1900,46,11.1,1019,-2.4,0,"SE",1.5,"Aotizhongxin",0.552529182879377
9289,2014,3,23,0,104,144,38,58,1300,62,10,1019.9,1.1,0,"SSW",0.5,"Aotizhongxin",0.722222222222222
9290,2014,3,23,1,84,138,34,75,1000,38,8.2,1019.7,1.3,0,"NE",0.4,"Aotizhongxin",0.608695652173913
9291,2014,3,23,2,88,182,34,102,1200,5,6.5,1019.6,0.8,0,"NNE",1,"Aotizhongxin",0.483516483516484
9292,2014,3,23,3,93,169,34,96,1500,8,5.9,1019.5,-0.4,0,"E",0.2,"Aotizhongxin",0.550295857988166
9293,2014,3,23,4,104,164,37,101,1500,6,5,1019.8,-0.8,0,"NE",0.5,"Aotizhongxin",0.634146341463415
9294,2014,3,23,5,105,176,38,106,1600,2,5.5,1020,-0.6,0,"ENE",1,"Aotizhongxin",0.596590909090909
9295,2014,3,23,6,108,155,33,105,1600,2,6.8,1020.6,-2.4,0,"ENE",1,"Aotizhongxin",0.696774193548387
9296,2014,3,23,7,111,173,33,111,1700,2,9,1021.2,-3.2,0,"NE",0.9,"Aotizhongxin",0.641618497109827
9297,2014,3,23,8,132,224,43,110,1900,2,11.7,1021.1,-2.2,0,"NE",0.8,"Aotizhongxin",0.589285714285714
9298,2014,3,23,9,145,249,51,115,2100,2,14.2,1020.7,-1.5,0,"SSW",0.7,"Aotizhongxin",0.582329317269076
9299,2014,3,23,10,153,248,53,123,2200,2,15.5,1020,-1.6,0,"SSW",2.8,"Aotizhongxin",0.616935483870968
9300,2014,3,23,11,149,187,59,108,1800,36,16.9,1018.8,-2.2,0,"WSW",3.5,"Aotizhongxin",0.796791443850267
9301,2014,3,23,12,115,132,42,69,1200,91,18.2,1017.2,-1.1,0,"S",1.9,"Aotizhongxin",0.871212121212121
9302,2014,3,23,13,127,153,41,65,1200,106,18.6,1016,0.7,0,"SSE",2.4,"Aotizhongxin",0.830065359477124
9303,2014,3,23,14,135,182,43,52,1100,132,18.9,1015.2,0.9,0,"S",2,"Aotizhongxin",0.741758241758242
9304,2014,3,23,15,150,177,47,44,1100,151,18.9,1014.3,1.8,0,"SSW",3.9,"Aotizhongxin",0.847457627118644
9305,2014,3,23,16,163,199,53,54,1300,147,18.5,1013.8,1.9,0,"SSW",3.4,"Aotizhongxin",0.819095477386935
9306,2014,3,23,17,164,207,49,55,1300,152,18,1013.4,2.3,0,"SSW",2.2,"Aotizhongxin",0.792270531400966
9307,2014,3,23,18,152,191,39,59,1400,146,16,1013.5,2,0,"SSW",1,"Aotizhongxin",0.795811518324607
9308,2014,3,23,19,143,174,36,72,1200,127,16.4,1013.4,2,0,"SW",1.7,"Aotizhongxin",0.82183908045977
9309,2014,3,23,20,112,140,30,61,800,116,14.5,1013.7,2.4,0,"SSW",0.8,"Aotizhongxin",0.8
9310,2014,3,23,21,131,199,38,121,1000,51,14.6,1013.3,2.8,0,"SSE",2.7,"Aotizhongxin",0.658291457286432
9311,2014,3,23,22,176,263,47,128,1500,38,12.7,1013.2,4.6,0,"WNW",0.7,"Aotizhongxin",0.669201520912547
9312,2014,3,23,23,216,251,60,102,1800,47,9.7,1013,3.6,0,"ESE",0.1,"Aotizhongxin",0.860557768924303
9313,2014,3,24,0,233,264,54,140,2000,4,10.1,1012.7,2.7,0,"NE",1.4,"Aotizhongxin",0.882575757575758
9314,2014,3,24,1,236,261,48,141,2700,2,9.1,1012.1,4.3,0,"NE",0.9,"Aotizhongxin",0.904214559386973
9315,2014,3,24,2,235,254,47,137,2800,2,8.9,1011.5,3.3,0,"ENE",1.6,"Aotizhongxin",0.925196850393701
9316,2014,3,24,3,234,246,44,129,2400,2,8.3,1010.8,3.1,0,"NE",1.4,"Aotizhongxin",0.951219512195122
9317,2014,3,24,4,246,274,37,124,2000,2,7.7,1010.6,3,0,"NE",1.6,"Aotizhongxin",0.897810218978102
9318,2014,3,24,5,239,279,37,118,1900,2,7.5,1010.3,3,0,"NE",1.4,"Aotizhongxin",0.85663082437276
9319,2014,3,24,6,243,287,36,115,1900,2,7.6,1010.7,2.7,0,"NE",1.4,"Aotizhongxin",0.846689895470383
